Instagram,com.instagram.android,1,1621487284588,0,9374793,0
WhatsApp,com.whatsapp,1,1621486919609,0,6676115,0
i Music,com.android.bbkmusic,1,1621485282602,0,3071374,0
Netflix,com.netflix.mediaclient,1,1621485207537,0,2991330,0
Facebook,com.facebook.katana,1,1621487224897,0,1151215,0
Phone,com.android.dialer,1,1621486014308,0,296163,0
Browser,com.vivo.browser,1,1621486723210,0,209427,0
Truecaller,com.truecaller,1,1621485878825,0,145775,0
Albums,com.vivo.gallery,1,1621486197095,0,47885,0
Contacts,com.android.contacts,1,1621485729885,0,10056,0
