Instagram,com.instagram.android,2,1621425227864,0,20400670,0
Phone,com.android.dialer,2,1621420770721,0,15435120,0
WhatsApp,com.whatsapp,2,1621420185446,0,14226790,0
Browser,com.vivo.browser,1,1621407936757,0,10375724,0
Albums,com.vivo.gallery,2,1621422746374,0,7198570,0
Camera,com.android.camera,1,1621422293417,0,6611493,0
Netflix,com.netflix.mediaclient,2,1621422793267,0,5128088,0
Truecaller,com.truecaller,2,1621420370235,0,3917478,0
Facebook,com.facebook.katana,2,1621425057249,0,3723746,0
Notebloc,com.notebloc.app,1,1621418738361,0,1922115,0
Wynk Music,com.bsbportal.music,1,1621407965600,0,565855,0
Prime Video,com.amazon.avod.thirdpartyclient,1,1621424416153,0,453935,0
Amazon,in.amazon.mShop.android.shopping,1,1621423294256,0,415522,0
YouTube,com.google.android.youtube,2,1621423660364,0,132684,0
Telegram,org.telegram.messenger,1,1621423532892,0,116274,0
Flipkart,com.flipkart.android,1,1621423905918,0,91659,0
Gmail,com.google.android.gm,2,1621418405612,0,76720,0
i Manager,com.iqoo.secure,1,1621408975790,0,38222,0
i Music,com.android.bbkmusic,1,1621423734490,0,30007,0
Uber,com.ubercab,1,1621423937601,0,28159,0
Hotstar,in.startv.hotstar,1,1621422809390,0,14413,0
Messenger,com.facebook.orca,0,1621425265054,0,2254,0
Ola,com.olacabs.customer,0,1621422785730,0,1325,0
