Albums,com.vivo.gallery,1,1621840465338,0,44815453,0
Instagram,com.instagram.android,1,1621838981111,0,44360485,0
WhatsApp,com.whatsapp,1,1621833009912,0,38253764,0
Browser,com.vivo.browser,1,1621829825788,0,35175070,0
PhonePe,com.phonepe.app,1,1621840592948,0,11671940,0
Telegram,org.telegram.messenger,1,1621830688918,0,8128190,0
YouTube,com.google.android.youtube,1,1621837095948,0,6112428,0
Netflix,com.netflix.mediaclient,1,1621835026966,0,1353818,0
Truecaller,com.truecaller,1,1621840659789,0,173546,0
Phone,com.android.dialer,1,1621840613716,0,132326,0
Airtel,com.myairtelapp,1,1621840609579,0,111558,0
Download Guru,com.xvideostudio.videodownload,1,1621832812156,0,21486,0
Facebook,com.facebook.katana,1,1621830710365,0,13647,0
Messages,com.android.mms,0,1621829806578,0,3147,0
