Instagram,com.instagram.android,2,1.62074E+12,0,63574574,0
Netflix,com.netflix.mediaclient,2,1.62074E+12,0,41167472,0
WhatsApp,com.whatsapp,2,1.62074E+12,0,27375264,0
Telegram,org.telegram.messenger,2,1.62074E+12,0,20474076,0
Phone,com.android.dialer,2,1.62074E+12,0,18403297,0
YouTube,com.google.android.youtube,2,1.62074E+12,0,12523550,0
Browser,com.vivo.browser,1,1.62074E+12,0,9434231,0
Albums,com.vivo.gallery,2,1.62074E+12,0,7343441,0
Sticker.ly,com.snowcorp.stickerly.android,1,1.62071E+12,0,146355,0
Facebook,com.facebook.katana,1,1.62073E+12,0,44515,0
Maps,com.google.android.apps.maps,1,1.62071E+12,0,21709,0
