Instagram,com.instagram.android,1,1621838981111,0,44360485,0
Albums,com.vivo.gallery,1,1621839876312,0,44226427,0
WhatsApp,com.whatsapp,1,1621833009912,0,38253764,0
Browser,com.vivo.browser,1,1621829825788,0,35175070,0
Telegram,org.telegram.messenger,1,1621830688918,0,8128190,0
YouTube,com.google.android.youtube,1,1621837095948,0,6112428,0
PhonePe,com.phonepe.app,1,1621830642325,0,1721317,0
Netflix,com.netflix.mediaclient,1,1621835026966,0,1353818,0
Download Guru,com.xvideostudio.videodownload,1,1621832812156,0,21486,0
Facebook,com.facebook.katana,1,1621830710365,0,13647,0
Messages,com.android.mms,0,1621829806578,0,3147,0
