Instagram,com.instagram.android,1,1621491583081,0,13673286,0
WhatsApp,com.whatsapp,1,1621490102516,0,9859022,0
Netflix,com.netflix.mediaclient,1,1621491555392,0,9339185,0
Facebook,com.facebook.katana,1,1621490904609,0,4830927,0
Gmail,com.google.android.gm,1,1621491428682,0,3071991,0
i Music,com.android.bbkmusic,1,1621485282602,0,3071374,0
Skype,com.skype.raider,1,1621488639764,0,340556,0
Phone,com.android.dialer,1,1621486014308,0,296163,0
Browser,com.vivo.browser,1,1621486723210,0,209427,0
Truecaller,com.truecaller,1,1621485878825,0,145775,0
Telegram,org.telegram.messenger,1,1621489921339,0,139883,0
Albums,com.vivo.gallery,1,1621486197095,0,47885,0
Contacts,com.android.contacts,1,1621485729885,0,10056,0
