Instagram,com.instagram.android,2,1621510195428,0,27404280,0
WhatsApp,com.whatsapp,2,1621510375113,0,26320600,0
Phone,com.android.dialer,2,1621503078406,0,16275914,0
Truecaller,com.truecaller,2,1621503275873,0,16268325,0
Facebook,com.facebook.katana,2,1621509941560,0,15674722,0
Netflix,com.netflix.mediaclient,2,1621509780966,0,14683762,0
Browser,com.vivo.browser,1,1621494462886,0,7947062,0
Contacts,com.android.contacts,2,1621503276269,0,4216116,0
Gmail,com.google.android.gm,1,1621491430723,0,3071991,0
i Music,com.android.bbkmusic,1,1621485284643,0,3071374,0
YouTube,com.google.android.youtube,1,1621508674602,0,1162415,0
Telegram,org.telegram.messenger,2,1621503808507,0,1094748,0
Albums,com.vivo.gallery,2,1621504221076,0,645047,0
Swiggy,in.swiggy.android,1,1621510172838,0,585323,0
Calculator,com.android.bbkcalculator,1,1621505567688,0,368660,0
Skype,com.skype.raider,1,1621488641805,0,340556,0
Download Guru,com.xvideostudio.videodownload,1,1621510251771,0,54896,0
Email,com.vivo.email,0,1621499066369,0,4837,0
